Code,Disease,ToMerge
11721,"Debride nail, 6 or more",
11730,Removal of nail plate,
11732,"Remove nail plate, add-on",
11740,Drain blood from under nail,
11750,emoval of nail bed,
11752,emove nail bed/finger tip,
11755,"iopsy, nail unit",
11760,epair of nail bed,
11762,econstruction of nail bed,
11765,"xcision of nail fold, toe",
11770,emoval of pilonidal lesion,
11771,emoval of pilonidal lesion,
11772,emove pilonidal cyst compl,
11900,Inject skin lesions </w 7,
11901,Inject skin lesions >7,
11920,orrect skin color 6.0 cm/<,
11921,orrect skn color 6.1-20.0cm,
11922,Correct skin color ea 20.0cm,
11950,Tx contour defects 1 cc/<,
11951,Tx contour defects 1.1-5.0cc,
11952,Tx contour defects 5.1-10cc,
11954,Tx contour defects >10.0 cc,
11960,nsert tissue expander(s),
11970,eplace tissue expander,
11971,emove tissue expander(s),
11976,Remove contraceptive capsule,
11980,Implant hormone pellet(s),
11981,Insert drug implant device,
11982,Remove drug implant device,
11983,Remove/reinsert drug implant,
12001,pr s/n/ax/gen/trnk 2.5cm/<,
12002,pr s/n/ax/gen/trnk2.6-7.5cm,
12004,pr s/n/ax/gen/trk7.6-12.5cm,
12005,pr s/n/a/gen/trk12.6-20.0cm,
12006,pr s/n/a/gen/trk20.1-30.0cm,
12007,pr s/n/ax/gen/trnk >30.0 cm,
12011,pr f/e/e/n/l/m 2.5 cm/<,
12013,pr f/e/e/n/l/m 2.6-5.0 cm,
12014,pr f/e/e/n/l/m 5.1-7.5 cm,
12015,pr f/e/e/n/l/m 7.6-12.5 cm,
12016,pr fe/e/en/l/m 12.6-20.0 cm,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
12017,pr fe/e/en/l/m 20.1-30.0 cm,
12018,r f/e/e/n/l/m >30.0 cm,
12020,losure of split wound,
12021,losure of split wound,
12031,ntmd rpr s/a/t/ext 2.5 cm/<,
12032,ntmd rpr s/a/t/ext 2.6-7.5,
12034,ntmd rpr s/tr/ext 7.6-12.5,
12035,ntmd rpr s/a/t/ext 12.6-20,
12036,ntmd rpr s/a/t/ext 20.1-30,
12037,tmd rpr s/tr/ext >30.0 cm,
12041,ntmd rpr n-hf/genit 2.5cm/<,
12042,ntmd rpr n-hf/genit2.6-7.5,
12044,ntmd rpr n-hf/genit7.6-12.5,
12045,ntmd rpr n-hf/genit12.6-20,
12046,ntmd rpr n-hf/genit20.1-30,
12047,tmd rpr n-hf/genit >30.0cm,
12051,ntmd rpr face/mm 2.5 cm/<,
12052,ntmd rpr face/mm 2.6-5.0 cm,
12053,ntmd rpr face/mm 5.1-7.5 cm,
12054,ntmd rpr face/mm 7.6-12.5cm,
12055,ntmd rpr face/mm 12.6-20 cm,
12056,ntmd rpr face/mm 20.1-30.0,
12057,tmd rpr face/mm >30.0 cm,
13100,mplx rpr trunk 1.1-2.5 cm,
13101,mplx rpr trunk 2.6-7.5 cm,
13102,Cmplx rpr trunk addl 5cm/<,
13120,mplx rpr s/a/l 1.1-2.5 cm,
13121,mplx rpr s/a/l 2.6-7.5 cm,
13122,Cmplx rpr s/a/l addl 5 cm/>,
13131,mplx rpr f/c/c/m/n/ax/g/h/f,
13132,mplx rpr f/c/c/m/n/ax/g/h/f,
13133,Cmplx rpr f/c/c/m/n/ax/g/h/f,
13151,mplx rpr e/n/e/l 1.1-2.5 cm,
13152,mplx rpr e/n/e/l 2.6-7.5 cm,
13153,Cmplx rpr e/n/e/l addl 5cm/<,
13160,ate closure of wound,
14000,is trnfr trunk 10 sq cm/<,
14001,is trnfr trunk 10.1-30sqcm,
14020,is trnfr s/a/l 10 sq cm/<,
14021,is trnfr s/a/l 10.1-30 sqcm,
14040,is trnfr f/c/c/m/n/a/g/h/f,
14041,is trnfr f/c/c/m/n/a/g/h/f,
14060,is trnfr e/n/e/l 10 sq cm/<,
14061,is trnfr e/n/e/l10.1-30sqcm,
14301,is trnfr any 30.1-60 sq cm,
14302,Tis trnfr addl 30 sq cm/<,
14350,illeted finger/toe flap,
15002,ound prep trk/arm/leg,
15003,Wound prep addl 100 cm,
15004,ound prep f/n/hf/g,
15005,Wnd prep f/n/hf/g addl cm,
15040,Harvest cultured skin graft,
15050,kin pinch graft,
15100,kin splt grft trnk/arm/leg,
15101,Skin splt grft t/a/l add-on,
15110,pidrm autogrft trnk/arm/leg,
15111,Epidrm autogrft t/a/l add-on,
15115,pidrm a-grft face/nck/hf/g,
15116,Epidrm a-grft f/n/hf/g addl,
15120,kn splt a-grft fac/nck/hf/g,
15121,Skn splt a-grft f/n/hf/g add,
15130,erm autograft trnk/arm/leg,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
15131,Derm autograft t/a/l add-on,
15135,erm autograft face/nck/hf/g,
15136,Derm autograft f/n/hf/g add,
15150,ult skin grft t/arm/leg,
15151,Cult skin grft t/a/l addl,
15152,Cult skin graft t/a/l +%,
15155,ult skin graft f/n/hf/g,
15156,Cult skin grft f/n/hfg add,
15157,Cult epiderm grft f/n/hfg +%,
15200,kin full graft trunk,
15201,Skin full graft trunk add-on,
15220,kin full graft sclp/arm/leg,
15221,Skin full graft add-on,
15240,kin full grft face/genit/hf,
15241,Skin full graft add-on,
15260,kin full graft een & lips,
15261,Skin full graft add-on,
15271,kin sub graft trnk/arm/leg,
15272,Skin sub graft t/a/l add-on,
15273,kin sub graft t/arm/lg child,
15274,Skn sub grft t/a/l child add,
15275,kin sub graft face/nk/hf/g,
15276,Skin sub graft f/n/hf/g addl,
15277,kn sub grft f/n/hf/g child,
15278,Skn sub grft f/n/hf/g/ch add,
15570,kin pedicle flap trunk,
15572,kin pedicle flap arms/legs,
15574,edcle fh/ch/ch/m/n/ax/g/h/f,
15576,edicle e/n/e/l/ntroral,
15600,elay flap trunk,
15610,elay flap arms/legs,
15620,elay flap f/c/c/n/ax/g/h/f,
15630,elay flap eye/nos/ear/lip,
15650,ransfer skin pedicle flap,
15730,dfc Flap W/Prsrv Vasc Pedcl,
15731,orehead flap w/vasc pedicle,
15732,uscle-skin graft head/neck,
15733,usc Myoq/Fscq Flp H&N Pedcl,
15734,scle-skin graft trunk,
15736,uscle-skin graft arm,
15738,scle-skin graft leg,
15740,sland pedicle flap graft,
15750,eurovascular pedicle graft,
15756,ree muscle/myocutaneous flap,", microvasc"
15757,"ree skin flap, microvasc",
15758,"ree fascial flap, microvasc",
15760,omposite skin graft,
15769,fg Autol Soft Tiss Dir Exc,
15770,rma-fat-fascia graft,
15771,fg Autol Fat Lipo 50 Cc/<,
15772,fg Autol Fat Lipo Ea Addl,
15773,fg Autol Fat Lipo 25 Cc/<,
15774,rg Autol Fat Lipo Ea Addl,
15775,air transplant punch grafts,
15776,air transplant punch grafts,
15777,cellular derm matrix implt,
15780,brasion treatment of skin,
15781,brasion treatment of skin,
15782,brasion treatment of skin,
15783,brasion treatment of skin,
15786,"brasion, lesion, single",
15787,"Abrasion, lesions, add-on",
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
15788,"hemical peel, face, epiderm",
15789,"hemical peel, face, dermal",
15792,"hemical peel, nonfacial",
15793,"hemical peel, nonfacial",
15819,Plastic surgery neck,
15820,evision of lower eyelid,
15821,Revision of lower eyelid,
15822,evision of upper eyelid,
15823,evision of upper eyelid,
15824,Removal of forehead wrinkles,
15825,Removal of neck wrinkles,
15826,Removal of brow wrinkles,
15828,Removal of face wrinkles,
15829,Removal of skin wrinkles,
15830,c skin abd,
15832,xcise excessive skin thigh,
15833,Excise excessive skin leg,
15834,Excise excessive skin hip,
15835,Excise excessive skin buttck,
15836,Excise excessive skin arm,
15837,Excise excess skin arm/hand,
15838,Excise excess skin fat pad,
15839,Excise excess skin & tissue,
15840,erve palsy fascial graft,
15841,erve palsy muscle graft,
15842,erve palsy microsurg graft,
15845,kin and muscle repair face,
15847,Exc skin abd add-on,
15850,Remove sutures same surgeon,
15851,Remove sutures diff surgeon,
15852,Dressing change not for burn,
15860,est for blood flow in graft,
15876,Suction lipectomy head&neck,
15877,Suction lipectomy trunk,
15878,Suction lipectomy upr extrem,
15879,Suction lipectomy lwr extrem,
15920,emoval of tail bone ulcer,
15922,emoval of tail bone ulcer,
15931,emove sacrum pressure sore,
15933,emove sacrum pressure sore,
15934,emove sacrum pressure sore,
15935,emove sacrum pressure sore,
15936,emove sacrum pressure sore,
15937,emove sacrum pressure sore,
15940,emove hip pressure sore,
15941,emove hip pressure sore,
15944,emove hip pressure sore,
15945,emove hip pressure sore,
15946,emove hip pressure sore,
15950,emove thigh pressure sore,
15951,emove thigh pressure sore,
15952,emove thigh pressure sore,
15953,emove thigh pressure sore,
15956,emove thigh pressure sore,
15958,emove thigh pressure sore,
15999,"Removal of pressure sore, un",listed
16000,Initial treatment of burn(s),
16020,Treatment of burn(s),
16025,Treatment of burn(s),
16030,Treatment of burn(s),
16035,Incision of burn scab,
16036,"Incise burn scab, ea addl in",cis
17000,estroy benign/premal lesion,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
17003,"Destroy lesions, 2-14",
17004,estroy premal lesions 15/>,
17106,estruction of skin lesions,
17107,estruction of skin lesions,
17108,estruction of skin lesions,
17110,"estruct lesion, 1-14",
17111,"estruct lesion, 15 or more",
17250,"Chemical cautery, tissue",
17260,estruction of skin lesions,
17261,estruction of skin lesions,
17262,estruction of skin lesions,
17263,estruction of skin lesions,
17264,estruction of skin lesions,
17266,estruction of skin lesions,
17270,estruction of skin lesions,
17271,estruction of skin lesions,
17272,estruction of skin lesions,
17273,estruction of skin lesions,
17274,estruction of skin lesions,
17276,estruction of skin lesions,
17280,estruction of skin lesions,
17281,estruction of skin lesions,
17282,estruction of skin lesions,
17283,estruction of skin lesions,
17284,estruction of skin lesions,
17286,estruction of skin lesions,
17311,"Mohs, 1 stage, h/n/hf/g",
17312,Mohs addl stage,
17313,"Mohs, 1 stage, t/a/l",
17314,"Mohs, addl stage, t/a/l",
17315,"Mohs surg, addl block",
17340,ryotherapy of skin,
17360,kin peel therapy,
17380,Hair removal by electrolysis,
17999,"Skin tissue procedure, unlis",ted
19000,Drainage of breast lesion,
19001,Drain breast lesion add-on,
19020,ncision of breast lesion,
19030,Injection for breast x-ray,
19081,Bx breast 1st lesion strtctc,
19082,Bx breast add lesion strtctc,
19083,Bx breast 1st lesion us imag,
19084,Bx breast add lesion us imag,
19085,Bx breast 1st lesion mr imag,
19086,Bx breast add lesion mr imag,
19100,Biopsy of breast,
19101,iopsy of breast,
19105,"Cryosurg ablate fa, each",
19110,ipple exploration,
19112,xcise breast duct fistula,
19120,emoval of breast lesion,
19125,"xcision, breast lesion",
19126,"Excision, addl breast lesion",
19260,emoval of chest wall lesion,
19271,evision of chest wall,
19272,xtensive chest wall surgery,
19281,Perq device breast 1st imag,
19282,Perq device breast ea imag,
19283,Perq dev breast 1st strtctc,
19284,Perq dev breast add strtctc,
19285,Perq dev breast 1st us imag,
19286,Perq dev breast add us imag,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
19287,Perq dev breast 1st mr guide,
19288,Perq dev breast add mr guide,
19294,Prep Tum Cav Iort Prtl Mast,
19296,Place po breast cath for rad,
19297,Place breast cath for rad ad,d-on
19298,Place breast rad tube/caths,
19300,emoval of breast tissue,
19301,artial mastectomy,
19302,#NAME?,
19303,"ast, simple, complete",
19304,"ast, subq",
19305,"ast, radical",
19306,"ast, rad, urban type",
19307,"ast, mod rad",
19316,uspension of breast,
19318,eduction of large breast,
19324,nlarge breast,
19325,nlarge breast with implant,
19328,emoval of breast implant,
19330,emoval of implant material,
19340,Immediate breast prosthesis,
19342,elayed breast prosthesis,
19350,reast reconstruction,
19355,orrect inverted nipple(s),
19357,reast reconstruction,
19361,reast reconstruction,
19364,reast reconstruction,
19366,reast reconstruction,
19367,reast reconstruction,
19368,reast reconstruction,
19369,reast reconstruction,
19370,urgery of breast capsule,
19371,emoval of breast capsule,
19380,evise breast reconstruction,
19396,Design custom breast implant,
19499,"Breast surgery procedure, un",listed
20005,&d abscess subfascial,
20100,"xplore wound, neck",
20101,"xplore wound, chest",
20102,"xplore wound, abdomen",
20103,"xplore wound, extremity",
20150,xcise epiphyseal bar,
20200,Muscle biopsy,
20205,Deep muscle biopsy,
20206,"Needle biopsy, muscle",
20220,"Bone biopsy, trocar/needle",
20225,"Bone biopsy, trocar/needle",
20240,"one biopsy, excisional",
20245,"one biopsy, excisional",
20250,pen bone biopsy,
20251,pen bone biopsy,
20500,njection of sinus tract,
20501,Inject sinus tract for x-ray,
20520,emoval of foreign body,
20525,emoval of foreign body,
20526,Ther injection carpal tunnel,
20527,Inj dupuytren cord w/enzyme,
20550,"Injection(s), tendon sheath/",ligament
20551,Inject tendon origin/insert,
20552,"Inject trigger points, 1 or",2 muscle groups
20553,"Inject trigger points, 3 or",more muscle groups
20555,Place needle musc/tiss for i,nterstitial rad tx
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
20560,Ndl Insj W/O Njx 1 Or 2 Musc,
20651,Ndl Insj W/O Njx 3+ Musc,
20600,"Drain/inject, joint/bursa",
20604,"rain/inject, joint/bursa w/u",s
20605,"Drain/inject, joint/bursa",
20606,"rain/inject, joint/bursa w/u",s
20610,"Drain/inject, joint/bursa",
20611,"rain/inject, joint/bursa w/u",s
20612,Aspirate/inj. ganglion cyst,
20615,reatment of bone cyst,
20650,nsert and remove bone pin,
20660,"Apply,remove fixation device",
20661,pplication of head brace,
20662,pplication of pelvis brace,
20663,pplication of thigh brace,
20664,Application of halo,
20665,emoval of fixation device,
20670,emoval of support implant,
20680,emoval of support implant,
20690,pply bone fixation device,
20692,ply bone fixation device,
20693,djust bone fixation device,
20694,emove bone fixation device,
20696,mp multiplane ext fixation,
20697,omp ext fixate strut change,
20700,Mnl Prep&Insj Dp Rx Dlvr Dev,
20701,Rmvl Deep Rx Delivery Device,
20702,Mnl Prep&Insj Imed Rx Dev,
20703,Rmvl Imed Rx Delivery Device,
20704,Mnl Prep&Insj I-Artic Rx Dev,
20705,Rmvl I-Artic Rx Delivery Dev,
20802,"eplantation, arm, complete",
20805,"eplant, forearm, complete",
20808,"eplantation hand, complete",
20816,"eplantation digit, complete",
20822,"eplantation digit, complete",
20824,"eplantation thumb, complete",
20827,"eplantation thumb, complete",
20838,"eplantation foot, complete",
20900,emoval of bone for graft,
20902,emoval of bone for graft,
20910,emove cartilage for graft,
20912,emove cartilage for graft,
20920,emoval of fascia for graft,
20922,moval of fascia for graft,
20924,moval of tendon for graft,
20926,emoval of tissue for graft,
20930,Sp bone algrft morsel add-on,
20931,Sp bone algrft struct add-on,
20932,Osteoart Algrft W/Surf & B1,
20933,Hemicrt Intrclry Algrft Prtl,
20934,Intercalary Algrft Compl,
20936,Sp bone agrft local add-on,
20937,Sp bone agrft morsel add-on,
20938,Sp bone agrft struct add-on,
20939,Bone Marrow Aspir Bone Grfg,
20950,"Fluid pressure, muscle",
20955,"ibula bone graft, microvasc",
20956,"liac bone graft, microvasc",
20957,"t bone graft, microvasc",
20962,"ther bone graft, microvasc",
20969,"one/skin graft, microvasc",
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
20970,"one/skin graft, iliac crest",
20972,"one/skin graft, metatarsal",
20973,"one/skin graft, great toe",
20974,Electrical bone stimulation,
20975,Electrical bone stimulation,
20979,Us bone stimulation,
20982,Ablate bone tumor(s) perq,
20983,blate bone tumor(s) perq,
20985,Cptr asst dir ms px,
20999,"Musculoskeletal surgery, unl",isted
21010,ncision of jaw joint,
21011,xcise facial lesion sc < 2 c,m
21012,xc face les sbq 2 CM/>,
21013,xcise facial tumor deep < 2,cm
21014,xc face tum deep 2 CM/>,
21015,esect face/scalp tum < 2 cm,
21016,esect face/scalp tum 2 cm/>,
21025,"xcision of bone, lower jaw",
21026,xcision of facial bone(s),
21029,ontour of face bone lesion,
21030,xcise max/zygoma benign tumo,r
21031,"emove exostosis, mandible",
21032,"emove exostosis, maxilla",
21034,xcise max/zygoma mal tumor,
21040,"xcise mandible lesion, simpl",e
21044,moval of jaw bone lesion,
21045,xtensive jaw surgery,
21046,"emove mandible cyst, complex",
21047,xcise lwr jaw cyst w/repair,
21048,"emove maxilla cyst, complex",
21049,xcise uppr jaw cyst w/repair,
21050,emoval of jaw joint,
21060,move jaw joint cartilage,
21070,emove coronoid process,
21073,"anipulation of TMJ, w/ anest",h
21076,repare face/oral prosthesis,
21077,repare face/oral prosthesis,
21079,repare face/oral prosthesis,
21080,repare face/oral prosthesis,
21081,repare face/oral prosthesis,
21082,repare face/oral prosthesis,
21083,repare face/oral prosthesis,
21084,repare face/oral prosthesis,
21085,repare face/oral prosthesis,
21086,repare face/oral prosthesis,
21087,repare face/oral prosthesis,
21088,repare face/oral prosthesis,
21089,Prepare face/oral prosthesis,", unlisted"
21100,axillofacial fixation,
21110,nterdental fixation,
21116,"Injection, jaw joint x-ray",
21120,econstruction of chin,
21121,econstruction of chin,
21122,econstruction of chin,
21123,construction of chin,
21125,"ugmentation, lower jaw bone",
21127,"ugmentation, lower jaw bone",
21137,eduction of forehead,
21138,eduction of forehead,
21139,eduction of forehead,
21141,"econstruct midface, lefort",
21142,"econstruct midface, lefort",
21143,"econstruct midface, lefort",
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
21145,"econstruct midface, lefort",
21146,"econstruct midface, lefort",
21147,"econstruct midface, lefort",
21150,"econstruct midface, lefort",
21151,"econstruct midface, lefort",
21154,"econstruct midface, lefort",
21155,"econstruct midface, lefort",
21159,"econstruct midface, lefort",
21160,"econstruct midface, lefort",
21172,econstruct orbit/forehead,
21175,econstruct orbit/forehead,
21179,econstruct entire forehead,
21180,econstruct entire forehead,
21181,ontour cranial bone lesion,
21182,econstruct cranial bone,
21183,econstruct cranial bone,
21184,econstruct cranial bone,
21188,econstruction of midface,
21193,econst lwr jaw w/o graft,
21194,econst lwr jaw w/graft,
21195,econst lwr jaw w/o fixation,
21196,econst lwr jaw w/fixation,
21198,constr lwr jaw segment,
21199,constr lwr jaw w/advance,
21206,construct upper jaw bone,
21208,ugmentation of facial bones,
21209,eduction of facial bones,
21210,ace bone graft,
21215,ower jaw bone graft,
21230,ib cartilage graft,
21235,ar cartilage graft,
21240,econstruction of jaw joint,
21242,econstruction of jaw joint,
21243,econstruction of jaw joint,
21244,econstruction of lower jaw,
21245,econstruction of jaw,
21246,econstruction of jaw,
21247,econstruct lower jaw bone,
21248,econstruction of jaw,
21249,econstruction of jaw,
21255,econstruct lower jaw bone,
21256,econstruction of orbit,
21260,vise eye sockets,
21261,evise eye sockets,
21263,evise eye sockets,
21267,vise eye sockets,
21268,evise eye sockets,
21270,"ugmentation, cheek bone",
21275,"evision, orbitofacial bones",
21280,evision of eyelid,
21282,evision of eyelid,
21295,evision of jaw muscle/bone,
21296,evision of jaw muscle/bone,
21299,Cranio/maxillofacial surgery,", unlisted"
21310,Closed tx nose fx w/o manj,
21315,losed tx nose fx w/o stablj,
21320,losed tx nose fx w/ stablj,
21325,pen tx nose fx uncomplicatd,
21330,pen tx nose fx w/skele fixj,
21335,pen tx nose & septal fx,
21336,pen tx septal fx w/wo stabj,
21337,losed tx septal&nose fx,
U.S. D,"TMENT OF LABOR, OFFICE OF WO",RKERS' COMPENSATION PROGRAMS
FEE SC,LE MODIFIER LEVEL TABLES,
Effect,"Date: August 30, 2019",
Last U,"e: March 30, 2020",
CPT/HC,MOD MOD LEV DESCRIPTION,
21338,pen nasoethmoid fx w/o fixj,
21339,en nasoethmoid fx w/ fixj,
21340,erq tx nasoethmoid fx,
21343,pen tx dprsd front sinus fx,
21344,reatment of sinus fracture,
21345,losed tx nose/jaw fx,
21346,pn tx nasomax fx w/fixj,
21347,pn tx nasomax fx multple,
21348,pn tx nasomax fx w/graft,
21355,erq tx malar fracture,
21356,pn tx dprsd zygomatic arch,
21360,pn tx dprsd malar fracture,
21365,pn tx complx malar fx,
21366,pn tx complx malar w/grft,
21385,pn tx orbit fx transantral,
21386,pn tx orbit fx periorbital,
21387,pn tx orbit fx combined,
21390,n tx orbit periorbtl implt,
21395,pn tx orbit periorbt w/grft,
21400,losed tx orbit w/o manipulj,
21401,losed tx orbit w/manipulj,
21406,n tx orbit fx w/o implant,
21407,pn tx orbit fx w/implant,
21408,pn tx orbit fx w/bone grft,
21421,reat mouth roof fracture,
21422,reat mouth roof fracture,
21423,reat mouth roof fracture,
21431,reat craniofacial fracture,
21432,reat craniofacial fracture,
21433,reat craniofacial fracture,
21435,reat craniofacial fracture,
21436,reat craniofacial fracture,
21440,reat dental ridge fracture,
21445,reat dental ridge fracture,
21450,reat lower jaw fracture,
21451,reat lower jaw fracture,
21452,reat lower jaw fracture,
21453,reat lower jaw fracture,
21454,eat lower jaw fracture,
21461,reat lower jaw fracture,
21462,eat lower jaw fracture,
21465,eat lower jaw fracture,
21470,reat lower jaw fracture,
21480,Reset dislocated jaw,
